/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/discard/74-1.json,../selected_poses/uttanasana/discard/74-1.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/discard/17-0.json,../selected_poses/uttanasana/discard/17-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/discard/90-2.json,../selected_poses/uttanasana/discard/90-2.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/partial/1-2.json,../selected_poses/uttanasana/partial/1-2.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/partial/11-0.json,../selected_poses/uttanasana/partial/11-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/partial/7-0.json,../selected_poses/uttanasana/partial/7-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/97-0.json,../selected_poses/uttanasana/human/97-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/85-1.json,../selected_poses/uttanasana/human/85-1.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/28-0.json,../selected_poses/uttanasana/human/28-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/31-0.json,../selected_poses/uttanasana/human/31-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/46-0.json,../selected_poses/uttanasana/human/46-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/42-0.json,../selected_poses/uttanasana/human/42-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/4-1.json,../selected_poses/uttanasana/human/4-1.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/44-0.json,../selected_poses/uttanasana/human/44-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/29-0.json,../selected_poses/uttanasana/human/29-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/37-0.json,../selected_poses/uttanasana/human/37-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/66-1.json,../selected_poses/uttanasana/human/66-1.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/45-0.json,../selected_poses/uttanasana/human/45-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/3-0.json,../selected_poses/uttanasana/human/3-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/74-0.json,../selected_poses/uttanasana/human/74-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/92-0.json,../selected_poses/uttanasana/human/92-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/60-0.json,../selected_poses/uttanasana/human/60-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/91-0.json,../selected_poses/uttanasana/human/91-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/18-0.json,../selected_poses/uttanasana/human/18-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/56-0.json,../selected_poses/uttanasana/human/56-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/26-0.json,../selected_poses/uttanasana/human/26-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/39-0.json,../selected_poses/uttanasana/human/39-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/39.-uttanasana-1a554225-6968-4715-b4c5-dd545977e36-resize-750.json,../selected_poses/uttanasana/human/39.-uttanasana-1a554225-6968-4715-b4c5-dd545977e36-resize-750.jpeg,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/70-0.json,../selected_poses/uttanasana/human/70-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/84-1.json,../selected_poses/uttanasana/human/84-1.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/4-0.json,../selected_poses/uttanasana/human/4-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/58-0.json,../selected_poses/uttanasana/human/58-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/96-0.json,../selected_poses/uttanasana/human/96-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/30-0.json,../selected_poses/uttanasana/human/30-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/22-0.json,../selected_poses/uttanasana/human/22-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/51-1.json,../selected_poses/uttanasana/human/51-1.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/27-0.json,../selected_poses/uttanasana/human/27-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/76-0.json,../selected_poses/uttanasana/human/76-0.png,uttanasana
/home/felix-cheng/hpr_test/MPI_label_2/uttanasana/human/48-0.json,../selected_poses/uttanasana/human/48-0.png,uttanasana
